"Id","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice","IsTrainSet","cAlley","cBldgType","cBsmtCond","cBsmtExposure","cBsmtFinType1","cBsmtFinType2","cBsmtQual","cCentralAir","cCondition2","cElectrical","cExterCond","cExterQual","cFence","cFireplaceQu","cFoundation","cFunctional","cGarageCond","cGarageFinish","cGarageQual","cGarageType","cHeating","cHeatingQC","cKitchenQual","cLandContour","cLandSlope","cLotConfig","cLotShape","cMasVnrType","cMiscFeature","cMSSubClass","cMSZoning","paved_drive","cPoolQC","cRoofMatl","cRoofStyle","cSaleCondition","cSaleType","cStreet","cUtilities","cNeighborhood","cExterior1st","cExterior2nd","cHouseStyle","BRBR","GLARooms","OQFB","OQGLA","OQTBSF","OQYB","OQYR","logSalePrice","logX1stFlrSF","logX2ndFlrSF","logX3SsnPorch","logBsmtFinSF1","logBsmtFinSF2","logBsmtUnfSF","logEnclosedPorch","logGarageArea","logGrLivArea","logLotArea","logLotFrontage","logLowQualFinSF","logMasVnrArea","logMiscVal","logOpenPorchSF","logPoolArea","logScreenPorch","logTotalBsmtSF","logWoodDeckSF"
651,60,65,8125,7,6,2007,2007,0,0,0,813,813,822,843,0,1665,0,0,2,1,3,1,7,0,2007,2,562,0,0,0,0,0,0,0,5,2,205950,TRUE,0,1,3,0,4,5,4,1,0,1,3,4,0,0,1,0,3,1,3,1,1,5,4,1,1,0,1,1,0,1,4,0,0,0,0,3,3,1,1,0,2,2,2.10051,0,5.47586564458933,2.70805020110221,9.36357634787504,8.64681695920974,9.55037767476189,9.55037767476189,12.2353935553999,6.71295620067707,6.73815249459596,0,0,0,6.70196036600254,0,6.33327962813969,7.41818082272679,9.00282407654767,4.18965474202643,0,0,0,0,0,0,0,0
652,70,60,9084,4,5,1940,1950,0,0,0,755,755,755,755,0,1510,1,0,1,0,4,1,7,1,1940,1,296,120,0,0,0,0,0,0,10,1,108000,TRUE,0,1,3,1,4,5,3,1,0,1,3,3,1,4,0,0,1,0,2,0,1,3,3,1,1,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,1,1,2.10051,-0.916290731874155,5.37857983029322,1.6094379124341,8.70632484013874,8.01334318138667,8.95686647085414,8.96200720958831,11.5898957653227,6.62804137617953,6.62804137617953,0,0,0,6.62804137617953,0,5.6937321388027,7.32052696227274,9.11437998083027,4.11087386417331,0,0,0,0,0,0,0,4.79579054559674
653,60,70,8750,7,5,1996,1996,0,0,0,880,880,909,807,0,1716,0,0,2,1,2,1,7,1,1996,2,512,0,120,0,0,0,0,0,7,1,191000,TRUE,0,1,3,0,4,5,4,1,0,1,3,4,0,3,1,0,3,1,3,1,1,5,4,1,1,0,1,0,0,1,3,0,0,0,0,3,3,1,1,0,2,2,2.10051,0.287682072451781,5.50591208747262,2.70805020110221,9.39374467572138,8.72599438101457,9.54488217508045,9.54488217508045,12.1600339426172,6.8134445995109,6.69456205852109,0,0,0,6.78105762593618,0,6.24027584517077,7.44833386089748,9.07692325853583,4.26267987704132,0,0,0,4.79579054559674,0,0,0,0
654,50,60,10320,6,7,1906,1995,0,0,0,756,756,756,713,0,1469,0,0,1,0,3,1,7,0,1906,1,216,57,0,239,0,0,0,0,6,2,135000,TRUE,0,1,3,0,4,5,3,1,0,1,3,3,1,0,0,0,3,0,3,0,1,5,3,1,1,0,1,0,0,0,2,0,0,0,0,3,3,1,1,0,1,1,1.43116,-0.693147180559945,5.3511808561051,1.94591014905531,9.08421009483197,8.42002127966396,9.34460899278122,9.39024233725137,11.8130374648005,6.62936325343745,6.57088296233958,0,0,0,6.62936325343745,5.48063892334199,5.37989735354046,7.29301767977278,9.24193593356593,4.11087386417331,0,0,0,0,0,0,0,4.06044301054642
655,20,91,10437,8,6,1995,1995,660,1696,0,413,2109,2113,0,0,2113,1,0,2,1,2,1,7,1,1995,3,839,236,46,0,0,0,0,0,8,2,350000,TRUE,0,1,3,3,5,5,4,1,0,1,4,4,0,3,1,0,3,1,3,1,1,5,4,1,1,0,0,1,0,1,3,0,0,0,1,3,3,1,1,1,1,1,1.75985,0.287682072451781,5.71326121861074,2.83321334405622,9.73536471514199,9.73346999019834,9.67790352568256,9.67790352568256,12.7656912906044,7.65633716643018,0,0,7.43661726523423,0,6.02586597382531,0,6.73340189183736,7.65633716643018,9.25320827220336,4.52178857704904,0,6.49375383985169,0,3.85014760171006,0,0,0,5.46806014113513
656,160,21,1680,6,5,1971,1971,381,0,0,525,525,525,567,0,1092,0,0,1,1,3,1,6,0,1971,1,264,0,0,0,0,0,0,0,3,0,88000,TRUE,0,0,3,0,4,5,3,1,0,1,3,3,0,0,0,0,3,0,3,0,1,3,3,1,1,0,1,1,0,0,2,0,0,0,0,2,3,1,1,0,1,2,2.10051,-0.287682072451781,5.20948615284142,1.94591014905531,8.7876782390395,8.05547514175727,9.37814033225112,9.37814033225112,11.3851034570321,6.26530121273771,6.34212141872115,0,0,0,6.26530121273771,0,5.57972982598622,6.99668148817654,7.42714413340862,3.09104245335832,0,5.94542060860658,0,0,0,0,0,0
657,20,72,10007,5,7,1959,2006,54,806,0,247,1053,1053,0,0,1053,1,0,1,1,3,1,5,0,1959,1,312,0,0,0,0,0,0,0,8,2,145500,TRUE,0,1,3,0,3,5,3,1,0,1,3,4,1,0,0,0,3,1,3,1,1,5,4,1,1,0,0,1,0,1,3,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.287682072451781,5.35469769998414,1.79175946922805,8.56902634005625,8.56902634005625,9.18972941807206,9.21343557688349,11.8879382384223,6.96034772910131,0,0,6.69332366826995,0,5.51342874616498,0,5.74620319054015,6.96034772910131,9.21114005214675,4.29045944114839,0,4.00733318523247,0,0,0,0,0,0
658,70,60,7200,7,6,1931,2000,0,0,0,776,776,851,651,0,1502,0,0,1,1,3,1,6,1,1931,1,270,0,0,112,0,0,0,0,2,2,149000,TRUE,0,1,3,0,4,5,4,1,0,1,2,3,1,4,0,0,3,1,3,1,1,3,3,0,0,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,1,1,2.10051,-0.287682072451781,5.52678007933985,2.07944154167984,9.2605580881368,8.60024674655152,9.5117774096603,9.54688403461792,11.9117082963145,6.74758652682932,6.48004456192665,0,0,0,6.65544035036765,4.72738781871234,5.6021188208797,7.31521838975297,8.88197518424887,4.11087386417331,0,0,0,0,0,0,0,0
659,50,78,17503,6,5,1948,1950,0,0,0,912,912,912,546,0,1458,0,1,1,0,3,1,6,1,1948,1,330,192,0,0,0,0,0,0,1,0,97500,TRUE,0,1,3,0,4,5,3,1,0,1,3,3,0,4,0,0,3,0,3,1,1,3,3,1,1,0,1,0,0,0,3,0,0,0,0,2,3,1,1,0,2,2,1.43116,-0.693147180559945,5.4971682252932,1.94591014905531,9.07669468710627,8.60758219114392,9.36640350760777,9.36742958721896,11.4876179133436,6.81673588059497,6.30444880242198,0,0,0,6.81673588059497,0,5.80211837537706,7.28550654852279,9.77018470522171,4.36944785246702,0,0,0,0,0,0,0,5.26269018890489
660,20,75,9937,5,7,1964,1999,0,637,0,849,1486,1486,0,0,1486,1,0,1,0,3,1,7,0,1968,2,480,0,0,0,0,0,0,0,3,1,167000,TRUE,0,1,3,0,2,5,3,1,0,1,4,3,1,0,1,0,3,1,3,0,1,5,3,1,1,0,1,0,0,1,3,0,0,0,1,3,3,1,1,0,1,1,1.75985,-0.693147180559945,5.36263264848388,1.79175946922805,8.91341571815747,8.91341571815747,9.19227822915777,9.20994029195484,12.0257550794049,7.30451594646016,0,0,6.45833828334479,0,6.74523634948436,0,6.17586727010576,7.30451594646016,9.20412107216227,4.33073334028633,0,0,0,0,0,0,0,0
661,60,91.6578,12384,7,7,1976,1976,233,0,0,793,793,1142,793,0,1935,0,0,2,1,3,1,7,1,1976,2,550,0,113,252,0,0,0,0,11,3,197900,TRUE,0,1,3,0,4,5,4,1,0,1,3,3,0,3,0,0,3,1,3,1,1,3,3,1,1,1,1,1,0,1,3,0,0,0,0,3,3,1,1,0,1,1,2.10051,0,5.62556349979596,2.70805020110221,9.51384657977485,8.62191350218664,9.53481232087482,9.53481232087482,12.195522184635,7.04141166379481,6.67708346124714,0,0,0,6.67708346124714,5.53338948872752,6.31173480915291,7.56837926783652,9.42424134192346,4.52891313699134,0,5.4553211153577,0,4.7361984483945,0,0,0,0
662,60,52,46589,8,7,1994,2005,528,1361,180,88,1629,1686,762,0,2448,1,0,2,1,4,1,8,1,1994,3,711,517,76,0,0,0,0,0,7,1,402000,TRUE,0,1,4,0,5,3,4,1,0,1,3,4,0,3,1,0,3,1,3,1,1,5,4,1,1,1,0,1,0,1,3,0,0,0,1,3,3,1,1,1,2,2,2.10051,-0.22314355131421,5.7268477475872,2.83321334405622,9.88251924609993,9.47523988153072,9.677402178301,9.68290322361684,12.9042098551603,7.43070708254597,6.63725803128446,0,7.21670948670946,5.19849703126583,4.48863636973214,0,6.56807791141198,7.80343505695217,10.7491412048108,3.97029191355212,0,6.2709884318583,0,4.34380542185368,0,0,0,6.24997524225948
663,20,120,13560,6,3,1968,1968,216,0,0,1392,1392,1392,0,0,1392,1,0,1,0,2,1,5,2,1968,2,576,0,0,240,0,0,0,0,7,1,110000,TRUE,0,1,2,0,4,5,2,1,0,1,3,3,0,3,0,4,3,1,3,1,1,4,3,1,1,0,1,1,0,1,3,0,0,0,1,3,3,1,1,0,1,1,1.75985,-0.405465108108164,5.63264444682286,1.94591014905531,9.03037603475591,9.03037603475591,9.37661723160128,9.37661723160128,11.6082447356423,7.23921497377981,0,0,0,0,7.23921497377981,5.48479693349065,6.3578422665081,7.23921497377981,9.51495330508794,4.79579054559674,0,5.37989735354046,0,0,0,0,0,0
664,85,90,10012,4,5,1972,1972,0,920,180,38,1138,1181,0,0,1181,1,0,2,0,3,1,6,0,1974,2,588,0,0,180,0,0,0,0,4,2,137500,TRUE,0,1,3,2,2,3,4,1,0,1,3,3,1,0,0,0,3,1,3,0,1,3,3,1,1,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,1,1,1.35074,-0.287682072451781,5.28742492538161,2.19722457733622,8.46062283992784,8.42354163533478,8.97322466309509,8.97322466309509,11.8313864687896,7.07496319796604,0,0,6.82546003625531,5.19849703126583,3.66356164612965,5.19849703126583,6.37842618365159,7.07496319796604,9.2116395277078,4.51085950651685,0,0,0,0,0,0,0,0
665,20,49,20896,8,5,2005,2006,0,1721,0,356,2077,2097,0,0,2097,1,0,1,1,1,1,8,1,2005,3,1134,192,267,0,0,0,0,0,1,4,423000,TRUE,0,1,3,1,5,5,5,1,0,1,3,4,0,5,1,0,3,1,3,1,1,5,5,1,1,1,0,0,0,1,3,0,0,0,0,4,5,1,1,0,2,2,1.75985,0.405465108108164,5.57262920443665,2.19722457733622,9.7277641797704,9.71818154670121,9.68290322361684,9.68340182132116,12.9551298220918,7.64873978895624,0,0,7.45124168498768,0,5.87773578177964,0,7.0343879299155,7.64873978895624,9.9473608869801,3.91202300542815,0,0,0,5.59098698051086,0,0,0,5.26269018890489
666,60,106,11194,8,5,2000,2000,40,0,0,1406,1406,1454,482,0,1936,0,0,2,1,3,1,7,1,2000,2,504,188,124,0,0,0,0,0,11,4,230500,TRUE,0,1,3,0,4,5,4,1,0,1,3,4,0,3,1,0,3,1,3,1,1,5,4,1,1,0,0,1,0,1,3,0,0,0,0,3,3,1,1,0,2,2,2.10051,0,5.62607830032213,2.83321334405622,9.64788537354776,9.32803451479283,9.68040649926887,9.68040649926887,12.3480104798042,7.28276117960559,6.18001665365257,0,0,0,7.24921505711439,0,6.22455842927536,7.568895663407,9.32322252903286,4.67282883446191,0,3.71357206670431,0,4.8283137373023,0,0,0,5.24174701505964
667,60,74.295,18450,6,5,1965,1979,113,187,723,111,1021,1465,915,0,2380,0,0,2,1,3,1,7,1,1965,2,596,0,265,0,0,0,0,0,8,3,129000,TRUE,0,1,3,0,2,3,4,1,0,1,4,3,0,1,0,5,3,0,3,0,1,3,3,1,1,0,0,0,0,1,3,0,0,0,0,2,3,1,1,0,1,1,2.10051,0,5.83188247728352,2.56494935746154,9.56668526145293,8.72046051272565,9.37509180757667,9.38219062890284,11.7675754352517,7.2902928824466,6.82001636467413,0,5.23644196282995,6.58479139238572,4.71849887129509,0,6.3919171133926,7.77527584648686,9.82287384854188,4.32141373153878,0,4.7361984483945,0,5.5834963087817,0,0,0,0
668,20,65,8125,6,5,1994,1998,258,1138,0,270,1408,1679,0,0,1679,1,0,2,0,3,1,7,1,1994,2,575,224,42,0,0,0,0,0,10,2,193500,TRUE,0,1,3,0,5,5,4,1,0,1,3,3,0,2,1,0,3,1,3,1,1,5,4,1,1,0,1,1,0,1,3,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.287682072451781,5.48420398950649,2.56494935746154,9.21781238681488,9.04180337015285,9.38974100034247,9.39174484170765,12.1730379593973,7.4265490723973,0,0,7.03790596344718,0,5.6021188208797,0,6.35610766069589,7.4265490723973,9.00282407654767,4.18965474202643,0,5.55682806169954,0,3.76120011569356,0,0,0,5.41610040220442
669,20,60.45,14175,5,6,1956,1987,0,988,0,200,1188,1437,0,0,1437,1,0,1,1,3,1,6,1,1999,2,576,304,0,0,0,0,0,0,11,4,168000,TRUE,0,1,3,0,2,5,3,1,0,1,3,3,0,3,0,1,3,0,3,0,1,4,3,0,0,0,1,0,0,1,3,0,0,0,0,3,3,1,1,0,2,1,1.75985,-0.287682072451781,5.48272008954582,1.79175946922805,8.87988996767346,8.68963274835574,9.18819700729049,9.20391980417326,12.0317252107486,7.27100853828099,0,0,6.89669433162271,0,5.30330490805908,0,6.3578422665081,7.27100853828099,9.55930567284486,4.11822383601204,0,0,0,0,0,0,0,5.72031177660741
670,30,80,11600,4,5,1922,1950,0,0,0,700,700,1180,0,0,1180,0,0,1,0,2,1,5,1,1922,1,252,0,0,67,0,0,0,0,7,4,137500,TRUE,0,1,3,0,4,5,2,1,0,1,3,3,0,4,0,0,2,0,3,0,1,5,2,1,1,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.405465108108164,5.46806014113513,1.6094379124341,8.45977592054629,7.93773177526011,8.94754601503218,8.96200720958831,11.8313864687896,7.07411681619736,0,0,0,0,6.55250788703459,4.21950770517611,5.53338948872752,7.07411681619736,9.35884658027541,4.39444915467244,0,0,0,0,0,0,0,0
671,60,64,8633,6,5,2005,2005,0,193,0,545,738,738,738,0,1476,1,0,2,1,3,1,7,0,2005,2,540,100,35,0,0,0,0,0,2,1,173500,TRUE,0,1,3,0,5,5,4,1,0,1,3,4,0,0,1,0,3,1,3,1,1,5,4,1,1,0,1,0,0,1,3,0,0,0,0,3,3,1,1,0,2,2,2.10051,0,5.35591219308262,2.56494935746154,9.08896338580958,8.3959291039232,9.39524193103352,9.39524193103352,12.0639386420412,6.6052979209482,6.6052979209482,0,5.26785815906333,0,6.30261897574491,0,6.29341927884648,7.29776828253138,9.06346317611542,4.17438726989564,0,0,0,3.58351893845611,0,0,0,4.61512051684126
672,70,54,6629,6,6,1925,1950,0,551,0,121,672,697,672,0,1369,1,0,2,0,3,1,6,0,1930,1,300,147,0,0,0,0,0,0,7,1,103600,TRUE,0,1,3,0,2,5,3,0,0,1,4,3,0,0,0,0,3,0,3,0,1,3,3,1,1,0,1,0,0,0,2,0,0,0,0,3,3,1,1,0,1,1,2.10051,-0.287682072451781,5.43444954087262,2.56494935746154,9.01371703047137,8.30226579487337,9.35452729228868,9.36742958721896,11.5483022612706,6.54821910276237,6.51174532964473,0,6.31354804627709,0,4.80402104473326,0,5.70711026474888,7.22256601882217,8.79936008317991,4.00733318523247,0,0,0,0,0,0,0,4.99721227376411
673,20,77.727,11250,6,6,1977,1977,0,767,0,441,1208,1208,0,0,1208,1,0,1,1,3,1,6,1,1977,2,546,198,42,0,0,0,0,0,6,4,165000,TRUE,0,1,3,0,3,5,4,1,0,1,3,4,0,3,0,0,3,1,3,1,1,3,3,1,1,0,0,0,0,1,3,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.287682072451781,5.30991650239139,1.94591014905531,8.88861880730088,8.88861880730088,9.3811795916611,9.3811795916611,12.0137068134704,7.09754885061479,0,0,6.64378973314767,0,6.0913098820777,0,6.30444880242198,7.09754885061479,9.32821229257107,4.36598617155483,0,0,0,3.76120011569356,0,0,0,5.29330482472449
674,20,110,14442,6,7,1957,2004,106,1186,0,291,1477,1839,0,0,1839,1,0,2,0,3,1,7,2,1957,2,416,0,87,0,0,200,0,0,6,3,257500,TRUE,0,1,3,0,5,5,3,1,0,1,3,3,0,3,1,0,3,1,3,1,1,5,4,1,1,0,1,1,0,1,3,0,0,0,1,3,3,1,1,0,2,2,1.75985,-0.287682072451781,5.57486626600748,2.56494935746154,9.30882731869084,9.0896405867384,9.37101259736508,9.39474309497396,12.4587788825735,7.51752085060303,0,0,7.07918439460967,0,5.67675380226828,0,6.0330862217988,7.51752085060303,9.57796514710117,4.70953020131233,0,4.67282883446191,0,4.47733681447821,0,5.30330490805908,5.30330490805908,0
675,20,80,9200,6,6,1965,1965,0,892,0,244,1136,1136,0,0,1136,1,0,1,0,3,1,5,1,1965,1,384,426,0,0,0,0,0,0,7,2,140000,TRUE,0,1,3,0,2,5,3,1,0,1,3,3,0,4,0,0,3,1,3,1,1,3,3,1,1,0,1,0,0,1,3,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.693147180559945,5.43022243742798,1.94591014905531,8.82717477136278,8.82717477136278,9.37509180757667,9.37509180757667,11.8494048444231,7.03614849375054,0,0,6.7945865808765,0,5.50125821054473,0,5.95324333428778,7.03614849375054,9.12706745278236,4.39444915467244,0,0,0,0,0,0,0,6.05678401322862
676,160,24,2289,6,6,1978,1978,0,311,0,544,855,855,586,0,1441,0,0,2,1,3,1,7,1,1978,2,440,28,0,0,0,0,0,0,4,1,148500,TRUE,0,0,3,0,3,5,3,1,0,1,3,3,0,3,0,0,3,0,3,1,1,3,3,1,1,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,1,1,2.10051,0,5.33202842389035,2.56494935746154,9.06496771896043,8.54305585094196,9.38168523805651,9.38168523805651,11.908346971209,6.75227037614174,6.3750248198281,0,5.74300318780948,0,6.30078579466324,0,6.08904487544685,7.27378631784489,7.73630709654828,3.2188758248682,0,0,0,0,0,0,0,3.36729582998647
677,70,60,9600,4,2,1900,1950,0,0,0,1095,1095,1095,679,0,1774,1,0,2,0,4,2,8,0,1920,3,779,0,0,90,0,0,0,0,5,4,87000,TRUE,0,1,2,0,4,5,3,0,0,1,3,3,0,0,0,1,2,0,2,0,1,2,3,1,1,0,1,0,0,0,2,0,0,0,0,3,3,1,1,0,0,1,2.10051,-0.510825623765991,5.40605006635092,2.19722457733622,8.86742743852498,8.3850322878139,8.93603509656604,8.96200720958831,11.3736748918235,6.99942246750796,6.52209279817015,0,0,0,6.99942246750796,4.51085950651685,6.65929391968364,7.48155570190952,9.16962253869762,4.11087386417331,0,0,0,0,0,0,0,0
678,30,52,9022,5,8,1924,2006,0,0,0,768,768,792,0,0,792,0,0,1,0,2,1,5,0,1924,1,240,316,0,120,0,0,0,0,5,1,109500,TRUE,0,1,3,0,4,5,3,1,0,1,3,4,0,0,0,0,2,0,2,0,1,5,4,1,1,0,1,0,0,0,3,0,0,0,0,3,3,1,1,0,2,2,1.75985,-0.405465108108164,5.07141676635611,1.79175946922805,8.28425179762192,8.2534880283459,9.17170348836127,9.21343557688349,11.6036889606171,6.67582322163485,0,0,0,0,6.64509096950564,4.79579054559674,5.48479693349065,6.67582322163485,9.1075321519945,3.97029191355212,0,0,0,0,0,0,0,5.75890177387728
679,20,80,11844,8,5,2008,2008,464,0,0,2046,2046,2046,0,0,2046,0,0,2,1,3,1,7,1,2008,3,834,322,82,0,0,0,0,0,7,1,372500,TRUE,0,1,3,1,4,5,5,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,4,1,1,0,0,1,0,1,3,0,0,0,1,4,5,1,1,1,2,2,1.75985,0,5.68114726796362,2.83321334405622,9.70314458114435,9.70314458114435,9.68439827154996,9.68439827154996,12.8279950013619,7.62413058566129,0,0,0,0,7.62413058566129,0,6.72743172485086,7.62413058566129,9.37966111659289,4.39444915467244,0,6.14203740558736,0,4.4188406077966,0,0,0,5.77765232322266
680,20,163.8,9945,5,5,1961,1961,57,827,0,161,988,988,0,0,988,1,0,1,0,3,1,5,0,1963,2,572,0,0,0,0,0,0,0,10,3,128500,TRUE,0,1,3,0,2,5,3,1,0,1,3,3,0,0,0,0,3,0,3,0,1,3,3,1,1,0,0,1,0,1,3,0,0,0,1,3,3,1,1,0,1,1,1.75985,-0.693147180559945,5.29129275161107,1.79175946922805,8.50532301884575,8.50532301884575,9.19074972221118,9.19074972221118,11.7636919653883,6.89669433162271,0,0,6.71901315438526,0,5.08759633523238,0,6.35088571671474,6.89669433162271,9.20492573927468,5.10473261747537,0,4.06044301054642,0,0,0,0,0,0
681,120,50,8012,6,5,1980,1980,0,543,119,261,923,923,0,0,923,0,0,2,0,2,1,5,1,1980,1,264,80,0,0,0,0,0,0,5,0,143000,TRUE,0,1,3,0,2,2,4,1,0,1,3,3,0,3,0,0,3,1,3,1,1,3,3,1,1,0,1,0,0,1,3,0,0,0,0,3,3,1,1,0,1,1,1.75985,0,5.2235938203521,2.56494935746154,8.6195692580331,8.6195692580331,9.38269576445829,9.38269576445829,11.8706069022246,6.82871207164168,0,0,6.29894924685594,4.78749174278205,5.5683445037611,0,5.57972982598622,6.82871207164168,8.98882050177807,3.93182563272433,0,0,0,0,0,0,0,4.39444915467244
682,50,55,4500,5,5,1932,2000,0,182,0,611,793,848,672,0,1520,0,0,1,0,3,1,6,0,1968,1,281,0,0,56,0,0,0,0,7,1,159434,TRUE,1,1,3,0,2,5,3,1,0,1,3,3,0,0,0,0,3,0,3,0,1,5,3,0,1,0,0,0,0,0,2,0,0,0,0,2,3,1,1,0,2,1,1.43116,-0.693147180559945,5.53864574261635,1.79175946922805,8.93603509656604,8.28551330907974,9.17585244151751,9.21044036697652,11.9793915946358,6.74405918631135,6.51174532964473,0,5.20948615284142,0,6.41673228251233,4.04305126783455,5.64190707093811,7.32712329225929,8.41205487329293,4.02535169073515,0,0,0,0,0,0,0,0
683,120,56.6202,2887,6,5,1996,1997,0,1003,0,288,1291,1291,0,0,1291,1,0,1,0,2,1,6,1,1996,2,431,307,0,0,0,0,0,0,11,2,173000,TRUE,0,1,3,1,5,5,4,1,0,1,3,3,0,4,1,0,3,0,3,1,1,5,4,0,1,0,1,0,0,1,3,0,0,0,0,3,3,1,1,0,1,1,1.75985,-0.405465108108164,5.37604971508839,1.94591014905531,8.9550609506319,8.9550609506319,9.39074342294751,9.39124425768252,12.06105265381,7.16394668434255,0,0,6.91174730025167,0,5.66642668811243,0,6.06842558824411,7.16394668434255,7.96831950001272,4.05387320066737,0,0,0,0,0,0,0,5.73009978297357
684,20,90,11248,9,5,2002,2002,215,1059,0,567,1626,1668,0,0,1668,1,0,2,0,3,1,7,1,2002,3,702,257,45,0,0,0,0,0,7,3,285000,TRUE,0,1,3,2,5,5,4,1,0,1,3,4,0,3,1,0,3,1,3,1,1,5,4,1,1,0,0,1,0,1,3,0,0,0,1,3,3,1,1,0,2,2,1.75985,-0.287682072451781,5.47765829520385,2.94443897916644,9.6166717714123,9.59117119912599,9.79918203572681,9.79918203572681,12.5602479680166,7.41997992366183,0,0,6.96602418710611,0,6.34212141872115,0,6.55535689181067,7.41997992366183,9.32803451479283,4.51085950651685,0,5.37527840768417,0,3.8286413964891,0,0,0,5.55295958492162
685,60,58,16770,7,5,1998,1998,30,0,0,1195,1195,1195,644,0,1839,0,0,2,1,4,1,7,0,1998,2,486,0,81,0,0,0,0,0,6,0,221000,TRUE,0,1,3,0,4,5,4,1,0,1,3,4,0,0,1,0,3,1,3,1,1,4,3,1,1,1,0,1,0,1,3,0,0,0,0,3,3,1,1,1,2,2,2.10051,-0.22314355131421,5.57486626600748,2.70805020110221,9.46296505261256,9.03193115200214,9.5458836057793,9.5458836057793,12.3059225053765,7.08673793451058,6.46925031679577,0,0,0,7.08673793451058,0,6.18826412308259,7.51752085060303,9.72740648333163,4.07753744390572,0,3.43398720448515,0,4.40671924726425,0,0,0,0
686,160,25.194,5062,7,5,1984,1984,0,828,182,180,1190,1190,900,0,2090,1,0,2,0,3,1,6,1,1984,2,577,219,0,0,0,0,0,0,9,3,207500,TRUE,0,1,3,1,5,3,4,1,0,1,3,4,0,3,0,1,3,1,3,1,1,4,4,1,1,1,0,0,0,0,3,0,0,0,0,3,3,1,1,1,1,1,2.10051,-0.287682072451781,5.85602657621288,2.70805020110221,9.59089784437816,9.02773877597491,9.53885243891622,9.53885243891622,12.2428914379184,7.0825485693553,6.80350525760834,0,6.7202201551353,5.20948615284142,5.19849703126583,0,6.35957386867238,7.64539769942863,8.52971447196991,3.26553037690721,0,0,0,0,0,0,0,5.39362754635236
687,60,84,10207,7,6,2007,2007,0,0,0,874,874,874,887,0,1761,0,0,3,0,3,1,7,0,2007,2,578,144,105,0,0,0,0,0,8,3,227875,TRUE,0,1,3,0,4,5,4,1,0,1,3,4,0,0,1,0,3,1,3,1,1,5,4,1,1,0,1,0,0,1,4,0,0,0,0,4,5,1,1,0,2,2,2.10051,0,5.53169409414228,3.09104245335832,9.41962837699995,8.71915396346254,9.55037767476189,9.55037767476189,12.3365569003422,6.77422388635761,6.78897174299217,0,0,0,6.77422388635761,0,6.361302477573,7.47420480649612,9.23092700558457,4.44265125649032,0,0,0,4.66343909411207,0,0,0,4.97673374242057
688,160,90.6048,5105,7,5,2004,2004,0,239,0,312,551,551,551,0,1102,0,0,2,1,2,1,4,0,2004,2,480,0,60,0,0,0,0,0,3,3,148800,TRUE,0,1,3,0,5,5,4,1,0,1,3,4,0,0,1,0,3,0,3,0,1,5,4,1,1,0,0,0,0,0,4,0,0,0,0,3,3,1,1,0,1,1,2.10051,0.287682072451781,5.62221082096239,2.70805020110221,8.95092176479726,8.25790419346567,9.54888189471877,9.54888189471877,11.9103651217887,6.31354804627709,6.31354804627709,0,5.48063892334199,0,5.74620319054015,0,6.17586727010576,7.0057890192535,8.53817159780143,4.51748367205389,0,0,0,4.11087386417331,0,0,0,0
689,20,60,8089,8,6,2007,2007,0,945,0,474,1419,1419,0,0,1419,1,0,2,0,2,1,7,1,2007,2,567,140,0,0,0,0,0,0,10,3,392000,TRUE,0,1,3,2,5,5,4,1,0,1,3,4,0,4,1,0,3,1,3,1,1,5,4,0,1,0,1,1,0,1,3,0,0,0,0,4,5,1,1,1,1,1,1.75985,0,5.31671845191893,2.83321334405622,9.33723730516453,9.33723730516453,9.68390017054968,9.68390017054968,12.8790196697898,7.25841215059531,0,0,6.85224256905188,0,6.16331480403464,0,6.34212141872115,7.25841215059531,8.99838401005254,4.11087386417331,0,0,0,0,0,0,0,4.94875989037817
